,Gt CO2e / year,,,,,,,,,,,,,
Scenario,Year,Net_energy,Gross_energy,LUC,Industry,CH4,N2O,PFC,HFC,SF6,CCS,AvoidNBS,SequesterNBS,Total
Sky - 1.5 (2018),2132,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2133,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2134,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2135,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2136,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2137,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2138,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2139,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2140,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2141,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2142,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2143,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2144,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2145,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2146,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2147,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2148,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2149,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2150,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2151,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2152,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2153,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2154,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2155,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2156,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2157,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2158,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2159,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2160,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2161,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2162,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2163,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2164,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2165,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2166,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2167,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2168,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2169,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2170,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2171,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2172,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2173,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2174,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2175,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2176,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2177,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2178,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2179,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2180,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2181,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2182,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2183,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2184,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2185,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2186,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2187,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2188,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2189,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2190,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2191,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2192,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2193,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2194,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2195,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2196,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2197,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2198,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2199,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Sky - 1.5 (2018),2200,-6.445567092,4.744825638,0,0.739062729,6.2463996,1.806081,0.003978,0.3055,0.01175,-11.19039273,-5.067,-0.00000475,2.667204237
Historical,1960,,,6.054578749,,,,,,,,,,
Historical,1961,,,5.77033055,,,,,,,,,,
Historical,1962,,,5.593846493,,,,,,,,,,
Historical,1963,,,5.378146267,,,,,,,,,,
Historical,1964,,,5.183040512,,,,,,,,,,
Historical,1965,,,4.994294143,,,,,,,,,,
Historical,1966,,,4.831434785,,,,,,,,,,
Historical,1967,,,4.746123141,,,,,,,,,,
Historical,1968,,,4.727331496,,,,,,,,,,
Historical,1969,,,4.74790586,,,,,,,,,,
Historical,1970,,,4.660532294,,,,,,,,,,
Historical,1971,,,4.570079849,,,,,,,,,,
Historical,1972,,,4.458386348,,,,,,,,,,
Historical,1973,,,4.371718805,,,,,,,,,,
Historical,1974,,,4.246495899,,,,,,,,,,
Historical,1975,,,4.163167324,,,,,,,,,,
Historical,1976,,,4.108917654,,,,,,,,,,
Historical,1977,,,4.042313467,,,,,,,,,,
Historical,1978,,,3.906252893,,,,,,,,,,
Historical,1979,,,3.806257727,,,,,,,,,,
Historical,1980,,,3.975869859,,,,,,,,,,
Historical,1981,,,4.038422956,,,,,,,,,,
Historical,1982,,,4.094801021,,,,,,,,,,
Historical,1983,,,4.251156646,,,,,,,,,,
Historical,1984,,,4.391416853,,,,,,,,,,
Historical,1985,,,4.464067496,,,,,,,,,,
Historical,1986,,,4.594294755,,,,,,,,,,
Historical,1987,,,4.731150061,,,,,,,,,,
Historical,1988,,,4.792377133,,,,,,,,,,
Historical,1989,,,4.890897297,,,,,,,,,,
Historical,1990,,,4.793834578,,,,,,,,,,
Historical,1991,,,4.788066368,,,,,,,,,,
Historical,1992,,,4.819479116,,,,,,,,,,
Historical,1993,,,4.811198384,,,,,,,,,,
Historical,1994,,,4.788776389,,,,,,,,,,
Historical,1995,,,4.73466327,,,,,,,,,,
Historical,1996,,,4.639033554,,,,,,,,,,
Historical,1997,,,6.370282924,,,,,,,,,,
Historical,1998,,,4.351192736,,,,,,,,,,
Historical,1999,,,4.255908348,,,,,,,,,,
Historical,2000,,,4.689424546,,,,,,,,,,
Historical,2001,,,4.202296108,,,,,,,,,,
Historical,2002,,,4.787961793,,,,,,,,,,
Historical,2003,,,4.970280229,,,,,,,,,,
Historical,2004,,,4.753373375,,,,,,,,,,
Historical,2005,,,4.326142374,,,,,,,,,,
Historical,2006,,,4.486942661,,,,,,,,,,
Historical,2007,,,3.844277673,,,,,,,,,,
Historical,2008,,,4.039060434,,,,,,,,,,
Historical,2009,,,5.567123363,,,,,,,,,,
Historical,2010,,,5.031582837,,,,,,,,,,
Historical,2011,,,4.837876316,,,,,,,,,,
Historical,2012,,,5.051334209,,,,,,,,,,
Historical,2013,,,5.161773587,,,,,,,,,,
Historical,2014,,,5.051844238,,,,,,,,,,
Historical,2015,,,5.565951351,,,,,,,,,,
Historical,2016,,,5.067004752,,,,,,,,,,
