Country,ISO3,NBS_desc,Griscom 2017 potential,Griscom 2020 potential,GRISCOM DIFF,TNC mapper potential,IPCC_climate_zone,baseline_landuse,country_land_area,total_area,total_area_max,total_area_min,extent,extent_max,extent_min,extent_notes,intensity_desc,intensity_raw,intensity_raw_max,intensity_raw_min,intensity_unit,intensity,intensity_max,intensity_min,intensity_notes,BD_potential,potential,potential_100,potential_10
Malta,MLT,Protect grassland,,,,0,,Grass Loss,0.032,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
Marshall Islands,MHL,Protect grassland,,,,0,,Grass Loss,0.018,0.000104762,,,0.000104762,,,,,,,,,67.46666667,,,,0.007067937,0,0,0
Mauritania,MRT,Protect grassland,,,,0.07,,Grass Loss,103.07,0,,,0,,,,,,,,,68.93333333,,,,0,0.07,0.021,0
Mauritius,MUS,Protect grassland,,,,0,,Grass Loss,0.203,1.68E-20,,,1.68E-20,,,,,,,,,67.46666667,,,,1.14E-18,0,0,0
Mexico,MEX,Protect grassland,,,,1.18,,Grass Loss,194.395,0.022188866,,,0.022188866,,,,,,,,,68.93333333,,,,1.529552524,1.18,0.354,0
"Micronesia, Federated States of",FSM,Protect grassland,,,,0,,Grass Loss,0.07,6.43E-22,,,6.43E-22,,,,,,,,,68.93333333,,,,4.43E-20,0,0,0
Monaco,MCO,Protect grassland,,,,0,,Grass Loss,0.0002027,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
Mongolia,MNG,Protect grassland,,,,2.13,,Grass Loss,155.7255,0.37809036,,,0.37809036,,,,,,,,,67.46666667,,,,25.50849631,2.13,0.639,0
Montenegro,MNE,Protect grassland,,,,0,,Grass Loss,1.345,0.010385275,,,0.010385275,,,,,,,,,67.46666667,,,,0.700659868,0,0,0
Morocco,MAR,Protect grassland,,,,1.33,,Grass Loss,44.63,0,,,0,,,,,,,,,67.46666667,,,,0,1.33,0.399,0
Mozambique,MOZ,Protect grassland,,,,0,,Grass Loss,78.638,0.262717555,,,0.262717555,,,,,,,,,68.93333333,,,,18.1099968,0,0,0
Namibia,NAM,Protect grassland,,,,0,,Grass Loss,82.329,3.50E-16,,,3.50E-16,,,,,,,,,68.93333333,,,,2.41E-14,0,0,0
Nepal,NPL,Protect grassland,,,,0.19,,Grass Loss,14.335,0,,,0,,,,,,,,,67.46666667,,,,0,0.19,0.057,0
Netherlands,NLD,Protect grassland,,,,0.05,,Grass Loss,3.367,0.013329696,,,0.013329696,,,,,,,,,67.46666667,,,,0.899310181,0.05,0.015,0
New Zealand,NZL,Protect grassland,,,,0.09,,Grass Loss,26.331,0.129412348,,,0.129412348,,,,,,,,,67.46666667,,,,8.731019757,0.09,0.027,0
Nicaragua,NIC,Protect grassland,,,,0.07,,Grass Loss,12.034,0,,,0,,,,,,,,,68.93333333,,,,0,0.07,0.021,0
Niger,NER,Protect grassland,,,,0.04,,Grass Loss,126.67,0,,,0,,,,,,,,,68.93333333,,,,0,0.04,0.012,0
Nigeria,NGA,Protect grassland,,,,7.75,,Grass Loss,91.077,0.043315697,,,0.043315697,,,,,,,,,68.93333333,,,,2.985895395,7.75,2.325,0
Norway,NOR,Protect grassland,,,,0.06,,Grass Loss,36.510785,0,,,0,,,,,,,,,68.38333333,,,,0,0.06,0.018,0
Oman,OMN,Protect grassland,,,,0,,Grass Loss,30.95,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
Pakistan,PAK,Protect grassland,,,,3.5,,Grass Loss,77.088,0,,,0,,,,,,,,,67.46666667,,,,0,3.5,1.05,0
Palau,PLW,Protect grassland,,,,0,,Grass Loss,0.046,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
Panama,PAN,Protect grassland,,,,0,,Grass Loss,7.4177,0,,,0,,,,,,,,,68.93333333,,,,0,0,0,0
Papua New Guinea,PNG,Protect grassland,,,,0.44,,Grass Loss,45.286,0,,,0,,,,,,,,,68.93333333,,,,0,0.44,0.132,0
Paraguay,PRY,Protect grassland,,,,1.8,,Grass Loss,39.73,0,,,0,,,,,,,,,68.93333333,,,,0,1.8,0.54,0
Peru,PER,Protect grassland,,,,0.03,,Grass Loss,128,0,,,0,,,,,,,,,68.93333333,,,,0,0.03,0.009,0
Philippines,PHL,Protect grassland,,,,0.03,,Grass Loss,29.817,0,,,0,,,,,,,,,68.93333333,,,,0,0.03,0.009,0
Poland,POL,Protect grassland,,,,0.59,,Grass Loss,30.617,0.032528543,,,0.032528543,,,,,,,,,67.46666667,,,,2.194592335,0.59,0.177,0
Portugal,PRT,Protect grassland,,,,0.2,,Grass Loss,9.16056,0,,,0,,,,,,,,,67.46666667,,,,0,0.2,0.06,0
Qatar,QAT,Protect grassland,,,,0,,Grass Loss,1.149,5.12E-19,,,5.12E-19,,,,,,,,,67.46666667,,,,3.45E-17,0,0,0
Republic of Moldova,MDA,Protect grassland,,,,0.21,,Grass Loss,3.28853,0.001242491,,,0.001242491,,,,,,,,,67.46666667,,,,0.083826716,0.21,0.063,0
Romania,ROU,Protect grassland,,,,0.71,,Grass Loss,23.008,0,,,0,,,,,,,,,67.46666667,,,,0,0.71,0.213,0
Russia,RUS,Protect grassland,,,,52.99,,Grass Loss,1637.687,0,,,0,,,,,,,,,68.38333333,,,,0,52.99,15.897,0
Rwanda,RWA,Protect grassland,,,,0.17,,Grass Loss,2.467,0.009926316,,,0.009926316,,,,,,,,,68.93333333,,,,0.684254035,0.17,0.051,0
Saint Kitts and Nevis,KNA,Protect grassland,,,,0,,Grass Loss,0.026,1.02E-05,,,1.02E-05,,,,,,,,,68.93333333,,,,0.000701892,0,0,0
Saint Lucia,LCA,Protect grassland,,,,0,,Grass Loss,0.061,7.09E-05,,,7.09E-05,,,,,,,,,68.93333333,,,,0.004886731,0,0,0
Saint Vincent and the Grenadines,VCT,Protect grassland,,,,0,,Grass Loss,0.039,1.07E-20,,,1.07E-20,,,,,,,,,68.93333333,,,,7.35E-19,0,0,0
Samoa,WSM,Protect grassland,,,,0,,Grass Loss,0.283,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
San Marino,SMR,Protect grassland,,,,0,,Grass Loss,0.006,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
Saudi Arabia,SAU,Protect grassland,,,,0,,Grass Loss,214.969,0,,,0,,,,,,,,,68.93333333,,,,0,0,0,0
Senegal,SEN,Protect grassland,,,,0.76,,Grass Loss,19.253,0.003713765,,,0.003713765,,,,,,,,,68.93333333,,,,0.256002213,0.76,0.228,0
Serbia,SRB,Protect grassland,,,,0.13,,Grass Loss,8.746,0.008682967,,,0.008682967,,,,,,,,,67.46666667,,,,0.585810842,0.13,0.039,0
Seychelles,SYC,Protect grassland,,,,0,,Grass Loss,0.046,0,,,0,,,,,,,,,68.93333333,,,,0,0,0,0
Sierra Leone,SLE,Protect grassland,,,,0.05,,Grass Loss,7.218,0.000136842,,,0.000136842,,,,,,,,,68.93333333,,,,0.009432982,0.05,0.015,0
Singapore,SGP,Protect grassland,,,,0,,Grass Loss,0.0709,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
Slovakia,SVK,Protect grassland,,,,0.22,,Grass Loss,4.808,0.017900923,,,0.017900923,,,,,,,,,67.46666667,,,,1.20771561,0.22,0.066,0
Slovenia,SVN,Protect grassland,,,,0.04,,Grass Loss,2.01364,0,,,0,,,,,,,,,67.46666667,,,,0,0.04,0.012,0
Solomon Islands,SLB,Protect grassland,,,,0,,Grass Loss,2.799,0,,,0,,,,,,,,,68.93333333,,,,0,0,0,0
Somalia,SOM,Protect grassland,,,,0.1,,Grass Loss,62.734,1.75E-16,,,1.75E-16,,,,,,,,,68.93333333,,,,1.20E-14,0.1,0.03,0
South Africa,ZAF,Protect grassland,,,,0.53,,Grass Loss,121.309,0,,,0,,,,,,,,,67.46666667,,,,0,0.53,0.159,0
South Sudan,SSD,Protect grassland,,,,0.07,,Grass Loss,63.1928123,1.71E-15,,,1.71E-15,,,,,,,,,68.38333333,,,,1.17E-13,0.07,0.021,0
Spain,ESP,Protect grassland,,,,2.34,,Grass Loss,49.9603479,0.019047153,,,0.019047153,,,,,,,,,67.46666667,,,,1.285047925,2.34,0.702,0
Sri Lanka,LKA,Protect grassland,,,,0.03,,Grass Loss,6.1864,0,,,0,,,,,,,,,68.93333333,,,,0,0.03,0.009,0
Sudan,SDN,Protect grassland,,,,0.36,,Grass Loss,184.9233715,0,,,0,,,,,,,,,68.93333333,,,,0,0.36,0.108,0
Suriname,SUR,Protect grassland,,,,0,,Grass Loss,15.6,0.000108543,,,0.000108543,,,,,,,,,68.93333333,,,,0.007482197,0,0,0
Swaziland,SWZ,Protect grassland,,,,0,,Grass Loss,1.72,0.002667409,,,0.002667409,,,,,,,,,67.46666667,,,,0.179961188,0,0,0
Sweden,SWE,Protect grassland,,,,0.09,,Grass Loss,40.731,0.006477733,,,0.006477733,,,,,,,,,68.38333333,,,,0.442968961,0.09,0.027,0
Switzerland,CHE,Protect grassland,,,,0.01,,Grass Loss,3.951603,0.003910368,,,0.003910368,,,,,,,,,67.46666667,,,,0.263819516,0.01,0.003,0
Syrian Arab Republic,SYR,Protect grassland,,,,0.61,,Grass Loss,18.363,0.00164251,,,0.00164251,,,,,,,,,67.46666667,,,,0.110814683,0.61,0.183,0
Tajikistan,TJK,Protect grassland,,,,0.23,,Grass Loss,13.879,0,,,0,,,,,,,,,67.46666667,,,,0,0.23,0.069,0
Thailand,THA,Protect grassland,,,,0.02,,Grass Loss,51.089,0,,,0,,,,,,,,,68.93333333,,,,0,0.02,0.006,0
The former Yugoslav Republic of Macedonia,MKD,Protect grassland,,,,0.2,,Grass Loss,2.522,0,,,0,,,,,,,,,67.46666667,,,,0,0.2,0.06,0
Timor-Leste,TLS,Protect grassland,,,,0,,Grass Loss,1.487,0,,,0,,,,,,,,,68.93333333,,,,0,0,0,0
Togo,TGO,Protect grassland,,,,0.24,,Grass Loss,5.439,0,,,0,,,,,,,,,68.93333333,,,,0,0.24,0.072,0
Tonga,TON,Protect grassland,,,,0,,Grass Loss,0.072,2.13E-20,,,2.13E-20,,,,,,,,,67.46666667,,,,1.44E-18,0,0,0
Trinidad and Tobago,TTO,Protect grassland,,,,0.02,,Grass Loss,0.513,0,,,0,,,,,,,,,68.93333333,,,,0,0.02,0.006,0
Tunisia,TUN,Protect grassland,,,,0.24,,Grass Loss,15.536,0,,,0,,,,,,,,,67.46666667,,,,0,0.24,0.072,0
Turkey,TUR,Protect grassland,,,,8.44,,Grass Loss,76.963,0,,,0,,,,,,,,,67.46666667,,,,0,8.44,2.532,0
Turkmenistan,TKM,Protect grassland,,,,0.66,,Grass Loss,46.993,0.098090354,,,0.098090354,,,,,,,,,67.46666667,,,,6.617829223,0.66,0.198,0
Uganda,UGA,Protect grassland,,,,1.22,,Grass Loss,20.052,0,,,0,,,,,,,,,68.93333333,,,,0,1.22,0.366,0
Ukraine,UKR,Protect grassland,,,,5.2,,Grass Loss,57.94,0,,,0,,,,,,,,,67.46666667,,,,0,5.2,1.56,0
United Arab Emirates,ARE,Protect grassland,,,,0,,Grass Loss,7.102,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
United Kingdom,GBR,Protect grassland,,,,2.38,,Grass Loss,24.193,0.004679322,,,0.004679322,,,,,,,,,67.46666667,,,,0.315698276,2.38,0.714,0
United Republic of Tanzania,TZA,Protect grassland,,,,0.12,,Grass Loss,88.58,0,,,0,,,,,,,,,68.93333333,,,,0,0.12,0.036,0
United States,USA,Protect grassland,,,,40.06,,Grass Loss,914.742,0,,,0,,,,,,,,,67.46666667,,,,0,40.06,12.018,0
Uruguay,URY,Protect grassland,,,,1.07,,Grass Loss,17.502,0.047381781,,,0.047381781,,,,,,,,,67.46666667,,,,3.19669085,1.07,0.321,0
Uzbekistan,UZB,Protect grassland,,,,2.1,,Grass Loss,44.0555,0.09062149,,,0.09062149,,,,,,,,,67.46666667,,,,6.113929833,2.1,0.63,0
Vanuatu,VUT,Protect grassland,,,,0,,Grass Loss,1.219,0,,,0,,,,,,,,,67.46666667,,,,0,0,0,0
Venezuela,VEN,Protect grassland,,,,0.43,,Grass Loss,88.205,0,,,0,,,,,,,,,68.93333333,,,,0,0.43,0.129,0
Viet Nam,VNM,Protect grassland,,,,0.28,,Grass Loss,31.007,0,,,0,,,,,,,,,68.93333333,,,,0,0.28,0.084,0
Yemen,YEM,Protect grassland,,,,0.03,,Grass Loss,52.797,0,,,0,,,,,,,,,68.93333333,,,,0,0.03,0.009,0
Zambia,ZMB,Protect grassland,,,,0,,Grass Loss,74.339,0,,,0,,,,,,,,,68.93333333,,,,0,0,0,0
Zimbabwe,ZWE,Protect grassland,,,,0,,Grass Loss,38.685,0,,,0,,,,,,,,,68.93333333,,,,0,0,0,0
Afghanistan,AFG,Protect mangrove,0,,,,,GRISCOM,65.286,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Albania,ALB,Protect mangrove,0,,,,,GRISCOM,2.74,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Algeria,DZA,Protect mangrove,0,,,,,GRISCOM,238.1741,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Andorra,AND,Protect mangrove,0,,,,,GRISCOM,0.047,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Angola,AGO,Protect mangrove,0.24440812,0.05,-0.19440812,,,GRISCOM,124.67,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.05,0.045,0.03
Antigua and Barbuda,ATG,Protect mangrove,0,0.001356,0.001356,,,GRISCOM,0.044,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.001356,0.0012204,0.0008136
Argentina,ARG,Protect mangrove,0,,,,,GRISCOM,273.669,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Armenia,ARM,Protect mangrove,0,,,,,GRISCOM,2.847,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Australia,AUS,Protect mangrove,0.76556273,2.700028,1.93446527,,,GRISCOM,769.202,NA,,,NA,,,,,,,,,1290.153333,,,,0,2.700028,2.4300252,1.6200168
Austria,AUT,Protect mangrove,0,,,,,GRISCOM,8.252,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Azerbaijan,AZE,Protect mangrove,0,,,,,GRISCOM,8.2654,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Bahamas,BHS,Protect mangrove,0.022934634,0.993818,0.970883366,,,GRISCOM,1.001,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.993818,0.8944362,0.5962908
Bahrain,BHR,Protect mangrove,0,0.000016,0.000016,,,GRISCOM,0.078,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.000016,0.0000144,0.0000096
Bangladesh,BGD,Protect mangrove,0.079685659,0.66,0.580314341,,,GRISCOM,13.017,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.66,0.594,0.396
Barbados,BRB,Protect mangrove,0,,,,,GRISCOM,0.043,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Belarus,BLR,Protect mangrove,0,,,,,GRISCOM,20.298,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Belgium,BEL,Protect mangrove,0,,,,,GRISCOM,3.028,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Belize,BLZ,Protect mangrove,0.270099558,0.45,0.179900442,,,GRISCOM,2.281,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.45,0.405,0.27
Benin,BEN,Protect mangrove,0.000616459,0,-0.000616459,,,GRISCOM,11.276,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Bhutan,BTN,Protect mangrove,0,,,,,GRISCOM,3.814,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Bolivia,BOL,Protect mangrove,0,0,0,,,GRISCOM,108.33,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Bosnia and Herzegovina,BIH,Protect mangrove,0,,,,,GRISCOM,5.12,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Botswana,BWA,Protect mangrove,0,0,0,,,GRISCOM,56.673,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Brazil,BRA,Protect mangrove,3.789773467,3.89,0.100226533,,,GRISCOM,835.814,NA,,,NA,,,,,,,,,1290.153333,,,,0,3.89,3.501,2.334
Brunei Darussalam,BRN,Protect mangrove,0.062011612,0.078262,0.016250388,,,GRISCOM,0.527,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.078262,0.0704358,0.0469572
Bulgaria,BGR,Protect mangrove,0,,,,,GRISCOM,10.856,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Burkina Faso,BFA,Protect mangrove,0,0,0,,,GRISCOM,27.36,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Burma,MMR,Protect mangrove,18.4003284,3.19,-15.2103284,,,GRISCOM,65.279,NA,,,NA,,,,,,,,,1290.153333,,,,0,3.19,2.871,1.914
Burundi,BDI,Protect mangrove,0,0,0,,,GRISCOM,2.568,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Cambodia,KHM,Protect mangrove,1.187731604,0.41,-0.777731604,,,GRISCOM,17.652,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.41,0.369,0.246
Cameroon,CMR,Protect mangrove,0.399371627,0.28,-0.119371627,,,GRISCOM,47.271,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.28,0.252,0.168
Canada,CAN,Protect mangrove,0,,,,,GRISCOM,896.559,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Cape Verde,CPV,Protect mangrove,0,,,,,GRISCOM,0.403,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Central African Republic,CAF,Protect mangrove,0,0,0,,,GRISCOM,62.298,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Chad,TCD,Protect mangrove,0,0,0,,,GRISCOM,125.92,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Chile,CHL,Protect mangrove,0,,,,,GRISCOM,74.3532,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
China,CHN,Protect mangrove,0.046117486,0.065717,0.019599514,,,GRISCOM,938.821,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.065717,0.0591453,0.0394302
Colombia,COL,Protect mangrove,0.159872862,2.5,2.340127138,,,GRISCOM,110.95,NA,,,NA,,,,,,,,,1290.153333,,,,0,2.5,2.25,1.5
Comoros,COM,Protect mangrove,0,,,,,GRISCOM,0.1861,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Congo,COG,Protect mangrove,0,0,0,,,GRISCOM,34.15,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Cook Islands,COK,Protect mangrove,0,,,,,GRISCOM,0.024,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Costa Rica,CRI,Protect mangrove,0.090237481,0.12,0.029762519,,,GRISCOM,5.106,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.12,0.108,0.072
Cote d'Ivoire,CIV,Protect mangrove,0.048419377,0.04,-0.008419377,,,GRISCOM,31.8,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.04,0.036,0.024
Croatia,HRV,Protect mangrove,0,,,,,GRISCOM,5.659,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Cuba,CUB,Protect mangrove,2.338074212,1.82,-0.518074212,,,GRISCOM,10.38,NA,,,NA,,,,,,,,,1290.153333,,,,0,1.82,1.638,1.092
Cyprus,CYP,Protect mangrove,0,,,,,GRISCOM,0.924,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Czech Republic,CZE,Protect mangrove,0,,,,,GRISCOM,7.72,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Democratic Republic of the Congo,COD,Protect mangrove,0.068847314,0.2,0.131152686,,,GRISCOM,226.705,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.2,0.18,0.12
Denmark,DNK,Protect mangrove,0,,,,,GRISCOM,4,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Djibouti,DJI,Protect mangrove,0,0.000281,0.000281,,,GRISCOM,2.318,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.000281,0.0002529,0.0001686
Dominica,DMA,Protect mangrove,0,0.000004,0.000004,,,GRISCOM,0.075,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.000004,0.0000036,0.0000024
Dominican Republic,DOM,Protect mangrove,0.046649163,0.08,0.033350837,,,GRISCOM,4.831,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.08,0.072,0.048
Ecuador,ECU,Protect mangrove,0.139737576,1.06,0.920262424,,,GRISCOM,24.836,NA,,,NA,,,,,,,,,1290.153333,,,,0,1.06,0.954,0.636
Egypt,EGY,Protect mangrove,0,0.000446,0.000446,,,GRISCOM,99.545,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.000446,0.0004014,0.0002676
El Salvador,SLV,Protect mangrove,0.060486554,0.11,0.049513446,,,GRISCOM,2.072,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.11,0.099,0.066
Equatorial Guinea,GNQ,Protect mangrove,0.099225937,0.08,-0.019225937,,,GRISCOM,2.805,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.08,0.072,0.048
Eritrea,ERI,Protect mangrove,0.000254858,0.01,0.009745142,,,GRISCOM,10.1,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.01,0.009,0.006
Estonia,EST,Protect mangrove,0,,,,,GRISCOM,4.347,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Ethiopia,ETH,Protect mangrove,0,0,0,,,GRISCOM,112.930039,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Fiji,FJI,Protect mangrove,0.060123931,0.060441,0.000317069,,,GRISCOM,1.827,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.060441,0.0543969,0.0362646
Finland,FIN,Protect mangrove,0,,,,,GRISCOM,30.392,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
France,FRA,Protect mangrove,0,0.050562,0.050562,,,GRISCOM,54.7557,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.050562,0.0455058,0.0303372
French Guiana,GUF,Protect mangrove,0.431445385,0.37,-0.061445385,,,GRISCOM,#N/A,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.37,0.333,0.222
Gabon,GAB,Protect mangrove,0.353251587,0.39,0.036748413,,,GRISCOM,25.767,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.39,0.351,0.234
Gambia,GMB,Protect mangrove,0,0.11,0.11,,,GRISCOM,1.012,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.11,0.099,0.066
Georgia,GEO,Protect mangrove,0,,,,,GRISCOM,6.949,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Germany,DEU,Protect mangrove,0,,,,,GRISCOM,34.938,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Ghana,GHA,Protect mangrove,0.072196726,0.12,0.047803274,,,GRISCOM,22.754,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.12,0.108,0.072
Greece,GRC,Protect mangrove,0,,,,,GRISCOM,12.89,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Greenland,GRL,Protect mangrove,0,,,,,GRISCOM,41.045,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Grenada,GRD,Protect mangrove,0.003362691,0.000195,-0.003167691,,,GRISCOM,0.034,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.000195,0.0001755,0.000117
Guatemala,GTM,Protect mangrove,1.403106739,0.13,-1.273106739,,,GRISCOM,10.716,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.13,0.117,0.078
Guinea,GIN,Protect mangrove,0.142685549,0.26,0.117314451,,,GRISCOM,24.572,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.26,0.234,0.156
Guinea-Bissau,GNB,Protect mangrove,0.030249406,0.29,0.259750594,,,GRISCOM,2.812,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.29,0.261,0.174
Guyana,GUY,Protect mangrove,0.037672964,0.26,0.222327036,,,GRISCOM,19.685,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.26,0.234,0.156
Haiti,HTI,Protect mangrove,0.006514958,0.13,0.123485042,,,GRISCOM,2.756,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.13,0.117,0.078
Honduras,HND,Protect mangrove,0.799521106,0.59,-0.209521106,,,GRISCOM,11.189,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.59,0.531,0.354
Hungary,HUN,Protect mangrove,0,,,,,GRISCOM,9.126,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Iceland,ISL,Protect mangrove,0,,,,,GRISCOM,10.083,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
India,IND,Protect mangrove,2.178150276,1.2,-0.978150276,,,GRISCOM,297.319,NA,,,NA,,,,,,,,,1290.153333,,,,0,1.2,1.08,0.72
Indonesia,IDN,Protect mangrove,60.20421914,24.29,-35.91421914,,,GRISCOM,187.7519,NA,,,NA,,,,,,,,,1290.153333,,,,0,24.29,21.861,14.574
Iran (Islamic Republic of),IRN,Protect mangrove,0,0.012521,0.012521,,,GRISCOM,162.876,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.012521,0.0112689,0.0075126
Iraq,IRQ,Protect mangrove,0,,,,,GRISCOM,43.4128,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Ireland,IRL,Protect mangrove,0,,,,,GRISCOM,6.889,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Israel,ISR,Protect mangrove,0,,,,,GRISCOM,2.164,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Italy,ITA,Protect mangrove,0,,,,,GRISCOM,29.773,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Jamaica,JAM,Protect mangrove,0.055026778,0.06,0.004973222,,,GRISCOM,1.083,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.06,0.054,0.036
Japan,JPN,Protect mangrove,0.004957722,0.002449,-0.002508722,,,GRISCOM,36.45,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.002449,0.0022041,0.0014694
Jordan,JOR,Protect mangrove,0,,,,,GRISCOM,8.878,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Kazakhstan,KAZ,Protect mangrove,0,,,,,GRISCOM,269.97,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Kenya,KEN,Protect mangrove,0.029510369,0.29,0.260489631,,,GRISCOM,56.914,NA,,,NA,,,,,,,,,1290.153333,,,,0,0.29,0.261,0.174
Kiribati,KIR,Protect mangrove,0,,,,,GRISCOM,0.081,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
"Korea, Democratic People's Republic of",PRK,Protect mangrove,0,,,,,GRISCOM,12.041,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
"Korea, Republic of",KOR,Protect mangrove,0,,,,,GRISCOM,9.752,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Kuwait,KWT,Protect mangrove,0,,,,,GRISCOM,1.782,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Kyrgyzstan,KGZ,Protect mangrove,0,,,,,GRISCOM,19.18,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Lao People's Democratic Republic,LAO,Protect mangrove,0,0,0,,,GRISCOM,23.08,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
Latvia,LVA,Protect mangrove,0,,,,,GRISCOM,6.209,NA,,,NA,,,,,,,,,1290.153333,,,,0,0,0,0
